corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_01_98,739,0,cnc_train_01_98_739_0,"Distributing medals and trophies to winners of the five-day event in which 702 personnel from 22 State police teams and eight Central police organisations participated , the chief minister recalled the 26/11 incidents in Mumbai to stress her point .","['Distributing medals and trophies to winners of the five-day event in which 702 personnel from 22 State police teams and eight Central police organisations participated , <ARG1>the chief minister recalled the 26/11 incidents in Mumbai</ARG1> <ARG0><SIG0>to</SIG0> stress her point</ARG0> .']",1
cnc,train_01_99,2048,0,cnc_train_01_99_2048_0,"Sivaji Terminus in Mumbai firing indiscriminately with an AK -47 on 26/11 , while a brave constable tried to return fire with a .303 rifle is still green .",[],0
cnc,train_02_1,3272,0,cnc_train_02_1_3272_0,"“ Instead of blocking traffic here , they should go to Bhubaneswar with their demand .",[],0
cnc,train_02_10,1005,0,cnc_train_02_10_1005_0,Rajendra Kumar led this road blockade .,[],0
cnc,train_02_100,2573,0,cnc_train_02_100_2573_0,"Congress leaders led by Gandhiji , including Rajaji , Jawaharlal Nehru , Sardar Vallabhbhai Patel , Abul Kalam and Jayant Kriplani sat on a hunger strike , demanding the government reassess its priorities , commitment to original principles , ability to link national sovereignty and independence to the truest freedoms of every Indian , including freedom from poverty , hunger , exploitation and slavery .","['<ARG1>Congress leaders led by Gandhiji , including Rajaji , Jawaharlal Nehru , Sardar Vallabhbhai Patel , Abul Kalam and Jayant Kriplani sat on a hunger strike</ARG1> , <ARG0><SIG0>demanding</SIG0> the government reassess its priorities , commitment to original principles , ability to link national sovereignty and independence to the truest freedoms of every Indian , including freedom from poverty , hunger , exploitation and slavery</ARG0> .']",1
cnc,train_02_102,605,0,cnc_train_02_102_605_0,"Love and violence in Dharmapuri - Indian Express VSHOBA , VSHOBA : Sun Nov 25 2012 , 01:54 hrs The village of Nayakankottai , on the road from Dharmapuri to Tirupattur , bears the only tribute to Naxalism in all of Tamil Nadu : a whitewashed sickle-and-hammer memorial commemorating slain Naxal leaders Balan and L Appu .",[],0
cnc,train_02_103,2393,0,cnc_train_02_103_2393_0,"But the caste violence that wrecked the lives of over a thousand Dalits earlier this month has forever tainted the image of Dharmapuri district as a former Naxal stronghold that , even a decade ago , had no place for caste or class differences .","['But <ARG0>the caste violence</ARG0> that <ARG1>wrecked the lives of over a thousand Dalits earlier this month</ARG1> has forever tainted the image of Dharmapuri district as a former Naxal stronghold that , even a decade ago , had no place for caste or class differences .']",1
cnc,train_02_104,511,0,cnc_train_02_104_511_0,"More than two weeks after three Dalit settlements , not far from Nayakankottai in this backward district in north-west Tamil Nadu , were attacked , the air is still thick with tension .",[],0
cnc,train_02_105,2440,0,cnc_train_02_105_2440_0,"In the town of Dharmapuri , about two dozen policemen stand guard at an agitation by the Viduthalai Chiruthaigal Katchi ( Liberation Panthers Party , or VCK ) and its president and MP , the fervent orator Thol Thirumavalavan .",[],0
cnc,train_02_106,1405,0,cnc_train_02_106_1405_0,"Peace , however brittle , prevails at the gathering .",[],0
cnc,train_02_107,3006,0,cnc_train_02_107_3006_0,"They allege that the attack , apparently triggered by an inter-caste marriage , was politically engineered .",[],0
cnc,train_02_109,291,0,cnc_train_02_109_291_0,"In 2009 , riots broke out in the capital , Urumqui , and in their wake , mass arrests were made and many Uyghurs were imprisoned or “ disappeared ” .","['In 2009 , <ARG0>riots broke out in the capital</ARG0> , Urumqui , and <SIG0>in their wake</SIG0> , <ARG1>mass arrests were made and many Uyghurs were imprisoned or “ disappeared ”</ARG1> .']",1
cnc,train_02_11,2284,0,cnc_train_02_11_2284_0,"A high level team of the party led by State vice-president of the BJP , Nalini Mohanty is to visit Jogiapalli on Friday to enquire about the incident and meet the injured party workers .","['<ARG1>A high level team of the party led by State vice-president of the BJP , Nalini Mohanty is to visit Jogiapalli on Friday</ARG1> <ARG0><SIG0>to</SIG0> enquire about the incident and meet the injured party workers .</ARG0>']",1
cnc,train_02_110,1822,0,cnc_train_02_110_1822_0,Four students were injured when police fired rubber bullets during a protest on the campus of the University of the North West in Mafikeng on Monday .,['<ARG1>Four students were injured</ARG1> when <ARG0>police fired rubber bullets during a protest on the campus of the University of the North West in Mafikeng on Monday</ARG0> .'],1
cnc,train_02_111,536,0,cnc_train_02_111_536_0,Eight students were arrested by police who fired teargas and rubber bullets after students barricaded the main entrance .,['<ARG1>Eight students were arrested by police who fired teargas and rubber bullets</ARG1> after <ARG0>students barricaded the main entrance</ARG0> .'],1
cnc,train_02_112,1426,0,cnc_train_02_112_1426_0,"The university was closed following the disturbances , Vice-Chancellor Ngoato Takalo said on Monday .",[],0
cnc,train_02_113,1271,0,cnc_train_02_113_1271_0,Since last week students have been protesting against a proposed increase in tuition fees and the merger of higher education institutions .,['<ARG1>Since last week students have been protesting</ARG1> <ARG0>against a proposed increase in tuition fees and the merger of higher education institutions</ARG0> .'],1
cnc,train_02_114,3386,0,cnc_train_02_114_3386_0,The students at the university of the North West had been protesting against a proposed increase in tuition fees and the merger of higher education institutions .,['<ARG1>The students at the university of the North West had been protesting</ARG1> <ARG0>against a proposed increase in tuition fees and the merger of higher education institutions</ARG0> .'],1
cnc,train_02_115,1570,0,cnc_train_02_115_1570_0,Director Tlhalefang Kuetsile earlier said eight students were arrested and four injured when police fired rubber bullets during a protest on the campus .,['Director Tlhalefang Kuetsile earlier said <ARG1>eight students were arrested and four injured</ARG1> when <ARG0>police fired rubber bullets during a protest on the campus</ARG0> .'],1
cnc,train_02_116,398,0,cnc_train_02_116_398_0,Police apparently fired teargas and rubber bullets after students barricaded the main entrance .,['<ARG1>Police apparently fired teargas and rubber bullets</ARG1> after <ARG0>students barricaded the main entrance</ARG0> .'],1
cnc,train_02_117,1557,0,cnc_train_02_117_1557_0,"VIJAYAWADA YSRC leaders hold relay fasts in support of Jagan October 09 , 2015 00:00 IST YSR Congress leaders and cadres organised relay hunger strikes in various Assembly constituencies across the district on Thursday in support of party president Y.S. Jaganmohan Reddy ’ s indefinite ‘ deeksha ’ in Guntur seeking special category status for the State .",[],0
cnc,train_02_118,614,0,cnc_train_02_118_614_0,"In Vijayawada , YSRC trade union leader P. Gowtham Reddy organised a relay hunger strike at Lenin Centre .",[],0
cnc,train_02_119,2293,0,cnc_train_02_119_2293_0,"Jaganmohan Reddy is fighting for the people ’ s cause but the State government appears to have compromised with the Centre over the issue , ” Mr. Gowtham Reddy said while addressing the gathering .",[],0
cnc,train_02_120,1044,0,cnc_train_02_120_1044_0,YSRC Nuzvid MLA Meka Pratap Appa Rao and Tiruvuru MLA Rakshananidhi conducted relay hunger strikes in their respective Assembly constituencies .,[],0
cnc,train_02_121,753,0,cnc_train_02_121_753_0,YSRC leader Kamineni Udaya Bhanu held a protest at Jaggaiahpeta .,[],0
cnc,train_02_122,1702,0,cnc_train_02_122_1702_0,"Party leaders said except for Gannavaram , Gudivada , Vijayawada East and Machilipatnam Assembly constituencies , relay hunger strikes were conducted in 12 Assembly constituencies .",[],0
cnc,train_02_123,1535,0,cnc_train_02_123_1535_0,They said the strikes would continue in the coming days to express solidarity with their leader .,['They said <ARG1>the strikes would continue in the coming days</ARG1> <ARG0><SIG0>to</SIG0> express solidarity with their leader</ARG0> .'],1
cnc,train_02_124,1323,0,cnc_train_02_124_1323_0,"Hundreds join second protest in Kunming over oil refinery Protesters in Kunming defy warnings by police , but disperse after question and answer session","['<ARG1>Hundreds join second protest in Kunming</ARG1> <SIG0>over</SIG0> <ARG0>oil refinery Protesters in Kunming</ARG0> defy warnings by police , but disperse after question and answer session']",1
cnc,train_02_124,1748,0,cnc_train_02_124_1748_0,29 Aug 2013 Hundreds defied police orders and took to the streets of Yunnan 's provincial capital Kunming yesterday to protest against an oil refinery project .,"[""29 Aug 2013 <ARG1>Hundreds defied police orders and took to the streets of Yunnan 's provincial capital Kunming yesterday</ARG1> <ARG0><SIG0>to</SIG0> protest against an oil refinery project</ARG0> .""]",1
cnc,train_02_124,3276,0,cnc_train_02_124_3276_0,"PUBLISHED : Friday , 17 May , 2013 , 12:00am Kunming mayor stays true to his promise and opens microblog account","['PUBLISHED : Friday , 17 May , 2013 , 12:00am <ARG0>Kunming mayor stays true to his promise</ARG0> <ARG1>and opens microblog account</ARG1>']",1
cnc,train_02_125,1459,0,cnc_train_02_125_1459_0,"Ignoring warnings that any gathering would be illegal , they started congregating near the provincial government headquarters at about 10 am despite a heavy police presence .",[],0
cnc,train_02_126,1484,0,cnc_train_02_126_1484_0,"At least one demonstrator was briefly detained when he unfolded a banner , witnesses said .","['<ARG1>At least one demonstrator was briefly detained</ARG1> when <ARG0>he unfolded a banner</ARG0> , witnesses said .']",1
cnc,train_02_127,2567,0,cnc_train_02_127_2567_0,"It was the second demonstration in Kunming about the controversial project this month , after more than 1,000 protesters took part in a rally on May 4 .",[],0
cnc,train_02_128,1862,0,cnc_train_02_128_1862_0,"One protester said yesterday 's turnout was smaller , following reports the authorities had tried to prevent the demonstration .",[],0
cnc,train_02_129,2721,0,cnc_train_02_129_2721_0,"They began to march at around 2 pm , attracting onlookers and passers-by as they moved towards a popular shopping and entertainment area under close police watch .","['They began to march at around 2 pm , <ARG1>attracting onlookers and passers-by</ARG1> <SIG0>as</SIG0> <ARG0>they moved towards a popular shopping and entertainment area under close police watch</ARG0> .']",1
cnc,train_02_13,3158,0,cnc_train_02_13_3158_0,"– PHOTO : PTI ROHTAK : , Arya Samaj activists place body of police firing victim on road An uneasy calm prevailed in Karontha village here on Monday with protesters blocking traffic and placing the body of one of the three persons killed in Sunday ’ s clash on road even as Haryana Chief Minister Bhupinder Singh Hooda ordered a magisterial probe into the violence .",[],0
cnc,train_02_130,3195,0,cnc_train_02_130_3195_0,"One of them , a 24 - year-old , said : "" I hope this can be a good beginning for a dialogue between citizens and the government on major decisions . "" The rallies are seen as a sign of growing public awareness of environmental issues on the mainland and increasing courage in speaking out .",[],0
cnc,train_02_131,2799,0,cnc_train_02_131_2799_0,"Kolkata : No arrests yet in Malda case January 05 , 2016 00:00 IST No arrests have been made so far in connection with Sunday ’ s mob attack on police personnel in the Kaliachak area of West Bengal ’ s Malda district .",[],0
cnc,train_02_133,1282,0,cnc_train_02_133_1282_0,“ Suddenly the situation flared up and the vehicle was vandalised .,['“ <ARG0>Suddenly the situation flared up</ARG0> and <ARG1>the vehicle was vandalised</ARG1> .'],1
cnc,train_02_134,2399,0,cnc_train_02_134_2399_0,"After the jawans left , the Kaliachak police station was attacked , ” said a resident .","['After <ARG0>the jawans left</ARG0> , <ARG1>the Kaliachak police station was attacked</ARG1> , ” said a resident .']",1
cnc,train_02_135,1336,0,cnc_train_02_135_1336_0,The inspector in-charge was injured in the incident .,[],0
cnc,train_02_137,595,0,cnc_train_02_137_595_0,"A group of protesters pelted the police with stones , after the police dispersed them from blocking the road linking Brits and Letlhabile .","['<ARG1>A group of protesters pelted the police with stones</ARG1> , after <ARG0>the police dispersed them from blocking the road linking Brits and Letlhabile</ARG0> .']",1
cnc,train_02_138,2519,0,cnc_train_02_138_2519_0,Entrances to the township were blocked with burning tyres and rocks .,[],0
cnc,train_02_142,864,0,cnc_train_02_142_864_0,"A couple of months ago , MC staffers had to retreat after a mob attacked them in Fatehullapur village , Verma told Newsline .","['<ARG1>A couple of months ago , MC staffers had to retreat</ARG1> after <ARG0>a mob attacked them in Fatehullapur village</ARG0> , Verma told Newsline .']",1
cnc,train_02_144,3237,0,cnc_train_02_144_3237_0,"At an April 30 election rally in Khalilabad in Sant Kabir Nagar district of Uttar Pradesh , Azmi said : "" If any Muslim opposes the Samajwadi Party , have a DNA test done , he could be an RSS man .",[],0
cnc,train_02_145,2788,0,cnc_train_02_145_2788_0,"12 held after group clashes in Surat - Indian Express Express News Service , Express News Service : Surat , Tue Sep 04 2012 , 06:45 hrs The police have arrested 12 people in connection with the clashes that broke out between the members of Patel and Bharwad communities in Punagam area of the city on Sunday .","['12 held after group clashes in Surat - Indian Express Express News Service , Express News Service : Surat , Tue Sep 04 2012 , 06:45 hrs <ARG1>The police have arrested 12 people</ARG1> <SIG0>in connection with</SIG0> <ARG0>the clashes that broke out between the members of Patel and Bharwad communities in Punagam area of the city on Sunday</ARG0> .']",1
cnc,train_02_146,1338,0,cnc_train_02_146_1338_0,"According to details , an autorickshaw driver belonging to the Bharwad community was beaten up by a car owner , a Patel , and his friends after a minor accident a few days ago .","['According to details , <ARG1>an autorickshaw driver belonging to the Bharwad community was beaten up by a car owner , a Patel , and his friends</ARG1> after <ARG0>a minor accident a few days ago</ARG0> .']",1
cnc,train_02_147,3331,0,cnc_train_02_147_3331_0,"On Sunday , a group of people belonging to the Bharwad community allegedly went on the rampage and damaged shops owned by Patels , who too retaliated .",[],0
cnc,train_02_148,3087,0,cnc_train_02_148_3087_0,"IMPHAL : Woman doctor shot at in Imphal clinic March 09 , 2014 00:00 IST Doctors and students stayed away from the Regional Institute of Medical Sciences , Imphal , on Saturday , protesting the attack on a doctor , who was shot at and injured when she was examining patients in her private clinic on Friday night .","['IMPHAL : Woman doctor shot at in Imphal clinic March 09 , 2014 00:00 IST <ARG1>Doctors and students stayed away from the Regional Institute of Medical Sciences , Imphal , on Saturday</ARG1> , <ARG0>protesting the attack on a doctor , who was shot at and injured when she was examining patients in her private clinic on Friday night</ARG0> .']",1
cnc,train_02_149,2098,0,cnc_train_02_149_2098_0,Ahmedabad : A mob stoned to death two men who were cycling through Dor Bazaar in Ahmedabad this morning .,[],0
cnc,train_02_150,1917,0,cnc_train_02_150_1917_0,"The victims were passing through the market when they were stopped , beaten up and then stoned to death , said the police .",[],0
cnc,train_02_151,1473,0,cnc_train_02_151_1473_0,"Trouble was also reported from Mirzapur in the city , when a mob gathered near a mosque threw two crude bombs at the police .",[],0
cnc,train_02_152,2331,0,cnc_train_02_152_2331_0,"Indefinite curfew continued in Danilimda and Shahpur , where several incidents of arson had been reported on Sunday .","['<ARG1>Indefinite curfew continued in Danilimda and Shahpur</ARG1> , <ARG0>where several incidents of arson had been reported on Sunday</ARG0> .']",1
cnc,train_02_153,2841,0,cnc_train_02_153_2841_0,"Nokia Supplier 's Turn to Offer VRS ; 850 Staffers Strike Work 22nd June 2014 07:37 AM CHENNAI : The ripple effect of the drastic downsizing of Nokia ’ s Sriperumbudur plant was felt in another ancillary company , as BYD Electronics India Private Ltd announced a VRS offer for its 1,500 employees .",[],0
cnc,train_02_155,2144,0,cnc_train_02_155_2144_0,"Dissatisfied with the package , workers staged an all-nigh sit-in .","['<ARG0>Dissatisfied with the package</ARG0> , <ARG1>workers staged an all-nigh sit-in</ARG1> .']",1
cnc,train_02_156,70,0,cnc_train_02_156_70_0,It ended only when the police removed all 850 workers from inside the plant on Saturday morning and detained them at two locations in Oragadam .,[],0
cnc,train_02_157,1586,0,cnc_train_02_157_1586_0,"According to A Gokila , one of the employees , the union had initiated the sit-in protest demanding that company authorities take the number of years of service of the employees and provide them with a severance payment of Rs .","['According to A Gokila , one of the employees , <ARG1>the union had initiated the sit-in protest</ARG1> <ARG0><SIG0>demanding that</SIG0> company authorities take the number of years of service of the employees and provide them with a severance payment of Rs</ARG0> .']",1
cnc,train_02_158,630,0,cnc_train_02_158_630_0,"An employee who wished to remain unnamed also told Express that around seven management personnel inside the plant , including five foreign nationals , were forcibly prevented from leaving the plant all night by the protesters .",[],0
cnc,train_02_159,2367,0,cnc_train_02_159_2367_0,The incident is the latest of a series of developments that followed the reduction of production from Nokia ’ s Sriperumbudur plant .,[],0
cnc,train_02_16,1813,0,cnc_train_02_16_1813_0,"Three persons were killed and over 100 , including 50 cops , injured in the pitched battles between police and Arya Samaj followers .",[],0
cnc,train_02_160,2937,0,cnc_train_02_160_2937_0,He also sought punishments to MNS legislators who attacked Samajwadi Party ’ s MLA Abu Asim Azmi for taking oath in Hindi and not in Marathi in the Maharashtra Assembly .,['He also sought punishments to <ARG1>MNS legislators who attacked Samajwadi Party ’ s MLA Abu Asim Azmi</ARG1> <SIG0>for</SIG0> <ARG0>taking oath in Hindi and not in Marathi in the Maharashtra Assembly</ARG0> .'],1
cnc,train_02_161,1100,0,cnc_train_02_161_1100_0,"Police negotiators facing ' toughest challenge yet ' at Occupy sites Officers trying to defuse tensions at Occupy sites deal with insults and lack of protest leadership PUBLISHED : Wednesday , 08 October , 2014 , 4:52am Opposition losing support of public opinion 4 Jun 2018 Police negotiators say Occupy Central has presented them with their toughest challenge yet , facing hundreds of sometimes hostile demonstrators instead of the one or two people they usually deal with .",[],0
cnc,train_02_162,2030,0,cnc_train_02_162_2030_0,""" People shouted out things , which were so provoking we were very worried [ the man ] would jump in many instances , "" Cheung said .",[],0
cnc,train_02_163,2386,0,cnc_train_02_163_2386_0,""" We 'd often come to an understanding with protesters willing to open up a part of the road , only to have it blocked again by other protesters who disagreed , "" she said .",[],0
cnc,train_02_164,518,0,cnc_train_02_164_518_0,"Pay ex-gratia to Sohrabuddin 's kin : SC 11th August 2009 06:22 PM NEW DELHI : The Supreme Court Tuesday asked the Gujarat government to pay Rs .1 million in ex-gratia to the mother and three brothers of Sohrabuddin Sheikh , who was wrongly branded a terrorist and killed by police in a staged shootout in 2005 .","[""Pay ex-gratia to Sohrabuddin 's kin : SC 11th August 2009 06:22 PM NEW DELHI : <ARG1>The Supreme Court Tuesday asked the Gujarat government to pay Rs .1 million in ex-gratia to the mother and three brothers of Sohrabuddin Sheikh</ARG1> , <ARG0>who was wrongly branded a terrorist and killed by police in a staged shootout in 2005</ARG0> .""]",1
cnc,train_02_165,2107,0,cnc_train_02_165_2107_0,"Then deputy inspector general D.G. Vanzara had announced Sohrabuddin Sheikh 's killing in a police shootout , dubbing him a Lashkar-e-Taiba terrorist on a mission to assassinate Chief Minister Narendra Modi and other prominent Bharatiya Janata Party ( BJP ) leaders .",[],0
cnc,train_02_166,1151,0,cnc_train_02_166_1151_0,"Surgeon resigns , protest planned",[],0
cnc,train_02_167,718,0,cnc_train_02_167_718_0,"Alleging medical negligence on the part of the attending surgeon , Dr D V Bhagat , a mob of around 500 people , comprising mostly BJP workers , had resorted to stone-throwing and destruction of both the civic hospital as well as Dr Bhagat 's private clinic located a kilometer away from the hospital .","[""<ARG0><SIG0>Alleging</SIG0> medical negligence on the part of the attending surgeon , Dr D V Bhagat</ARG0> , <ARG1>a mob of around 500 people , comprising mostly BJP workers , had resorted to stone-throwing and destruction of both the civic hospital as well as Dr Bhagat 's private clinic located a kilometer away from the hospital</ARG1> .""]",1
cnc,train_02_168,452,0,cnc_train_02_168_452_0,"The Indian Medical Association has , while condemning the incident , decided that a more trenchant protest needs to be made against the increasing attacks on the medical community .","['The Indian Medical Association has , while condemning the incident , decided that <ARG1>a more trenchant protest needs to be made</ARG1> <ARG0>against the increasing attacks on the medical community</ARG0> .']",1
cnc,train_02_169,3232,0,cnc_train_02_169_3232_0,"Tuesday 's meeting , also highlighted the ambiguity surrounding the role of senior BJP leaders from Borivli in the rioting .",[],0
cnc,train_02_17,2458,0,cnc_train_02_17_2458_0,"A large numbers of Arya Samaj activists , who had gathered at the hospital , took the body in a vehicle and placed it on Rohtak-Jhajjar road close to Satlok Ashram .",[],0
cnc,train_02_170,1517,0,cnc_train_02_170_1517_0,""" Two truckloads of police stood by and watched as the mob rushed towards the private clinic of Dr Bhagat , ' ' said Paralkar adding that municipal hospitals were no longer safe places to work in .",[],0
cnc,train_02_171,36,0,cnc_train_02_171_36_0,He expressed wonder at the fact that a mob of 500 people had gathered at the ` unearthly ' hour of 6 am on Tuesday .,[],0
cnc,train_02_172,32,0,cnc_train_02_172_32_0,"Two men , two families , two stories , yet linked by a common incident - the violent death of former chief of BJP 's Borivli unit , Om Prakash Mishra .",[],0
cnc,train_02_173,2127,0,cnc_train_02_173_2127_0,"A day after Mishra , succumbed to his wounds suffered of an assassin 's bullet at Bhagwati Hospital , under Dr D V Bhagat 's care , the latter continues to remain under police protection away from home .",[],0
cnc,train_02_174,901,0,cnc_train_02_174_901_0,The legislator and his family members went on an indefinite fast here alleging that the Congress government was trying to implicate him in a false case .,['<ARG1>The legislator and his family members went on an indefinite fast here</ARG1> <ARG0><SIG0>alleging that</SIG0> the Congress government was trying to implicate him in a false case</ARG0> .'],1
cnc,train_02_176,1566,0,cnc_train_02_176_1566_0,"McBride was part of an Umkhonto we Sizwe group that bombed the Why Not Restaurant and Magoo 's Bar in Durban on June 14 , 1986 .",[],0
cnc,train_02_177,539,0,cnc_train_02_177_539_0,Three people were killed and 69 others injured in the explosion .,['<ARG1>Three people were killed and 69 others injured</ARG1> in <ARG0>the explosion</ARG0> .'],1
cnc,train_02_178,56,0,cnc_train_02_178_56_0,"Employees at three factories had signed a petition supporting Mr Zong and were demanding reassurances about the future of the venture and their jobs , Xinhua said .",[],0
cnc,train_02_179,1230,0,cnc_train_02_179_1230_0,"MALAPPURAM : School athletic meet disrupted again November 15 , 2014 00:00 IST Physical education students and teachers stage protest The District School Athletic Meet was disrupted for the second time when it began at Calicut University grounds on Friday .","['MALAPPURAM : School athletic meet disrupted again November 15 , 2014 00:00 IST <ARG0>Physical education students and teachers stage protest</ARG0> <ARG1>The District School Athletic Meet was disrupted for the second time when it began at Calicut University grounds on Friday</ARG1> .']",1
cnc,train_02_18,2121,0,cnc_train_02_18_2121_0,The traffic on Rohtak-Jhajjar highway remained disrupted prompting police to divert vehicles to other routes .,['<ARG0>The traffic on Rohtak-Jhajjar highway remained disrupted</ARG0> <ARG1><SIG0>prompting</SIG0> police to divert vehicles to other routes</ARG1> .'],1
cnc,train_02_180,195,0,cnc_train_02_180_195_0,Students and teachers of physical education relaunched their protest against the appointment of general teachers for physical education work in schools .,['<ARG1>Students and teachers of physical education relaunched their protest</ARG1> <ARG0>against the appointment of general teachers for physical education work in schools</ARG0> .'],1
cnc,train_02_181,1432,0,cnc_train_02_181_1432_0,The meet was earlier disrupted on Tuesday when the physical education students and teachers protested .,['<ARG1>The meet was earlier disrupted on Tuesday</ARG1> when <ARG0>the physical education students and teachers protested</ARG0> .'],1
cnc,train_02_182,2853,0,cnc_train_02_182_2853_0,"When the education authorities conducted the meet on Friday afternoon , physical education students and teachers staged a protest by sitting on the tracks at the meet grounds .","['When the education authorities conducted the meet on Friday afternoon , <ARG0>physical education students and teachers staged a protest</ARG0> <SIG0>by</SIG0> <ARG1>sitting on the tracks at the meet grounds</ARG1> .']",1
cnc,train_02_183,2187,0,cnc_train_02_183_2187_0,"M. Ranjit , representing the protesting students , said that the Deputy Director of Education ( DDE ) had tried to hoodwink them by issuing an order by which the appointment of language teachers for physical education work was suspended temporarily .",[],0
cnc,train_02_184,2409,0,cnc_train_02_184_2409_0,"Students under the banner of the Students Federation of India ( SFI ) , Kerala Students Union ( KSU ) , and Muslim Students Federation ( MSF ) expressed solidarity with the protesting students and teachers .",[],0
cnc,train_02_185,528,0,cnc_train_02_185_528_0,"Maoists damage three bridges in Bihar 09th October 2009 12:05 PM PATNA : Maoist guerrillas early Friday damaged three bridges in Bihar 's Aurangabad district with dynamites , police said .",[],0
cnc,train_02_186,1545,0,cnc_train_02_186_1545_0,The incident occurred about 125 km from here .,[],0
cnc,train_02_187,2298,0,cnc_train_02_187_2298_0,""" All three bridges were badly damaged , "" an official said .",[],0
cnc,train_02_188,2065,0,cnc_train_02_188_2065_0,The bombing created panic among villagers .,['<ARG0>The bombing</ARG0> <ARG1><SIG0>created</SIG0> panic among villagers</ARG1> .'],1
cnc,train_02_189,73,0,cnc_train_02_189_73_0,"Naxal strike at jail as Gill makes first visit to Bastar - Indian Express Press Trust Of India , Press Trust Of India , Press Trust Of India , Press Trust Of India : Raipur , April 20 , Fri Apr 21 2006 , 01:47 hrs In the second such attack on Narayanpur jail this week , Naxalites triggered three landmine blasts at the prison last night but did not cause any damage , police sources said today .",[],0
cnc,train_02_19,950,0,cnc_train_02_19_950_0,"Meanwhile , Chief Minister Bhupinder Singh Hooda ordered a probe by an Additional District Magistrate into the Sunday ’ s clash and announced a grant of Rs 10 lakh to the next of kin of the deceased .",[],0
cnc,train_02_190,1982,0,cnc_train_02_190_1982_0,"' ' Two blasts were carried out by Maoists , near the front and back portion of the jail last night , ' ' said Narayanpur police sources .",[],0
cnc,train_02_191,641,0,cnc_train_02_191_641_0,"Another blast was triggered at a nearby college but noone was injured in the three explosions , they said .",[],0
cnc,train_02_192,1287,0,cnc_train_02_192_1287_0,Police said that the first landmine blast was targetted at a police party on patrol duty at the jail .,[],0
cnc,train_02_193,2167,0,cnc_train_02_193_2167_0,"Two more landmines were detonated late last night , police said adding that one blast was triggered near a college while the third one took place behind the jail premises .",[],0
cnc,train_02_194,1906,0,cnc_train_02_194_1906_0,"Protestors in Clashes With Police on Jammu-Pathankot NH During Eviction Drive 22nd February 2016 05:22 PM JAMMU : Clashes erupted on the Jammu-Pathankot national highway between police and protesters in Samba district of Jammu region on Monday , police said .",[],0
cnc,train_02_195,2300,0,cnc_train_02_195_2300_0,Police said irate protesters set ablaze an earth-mover machine of the Jammu Development Authority ( JDA ) at Sarore on the Jammu-Pathankot national highway when JDA authorities went there to evict illegal occupants of JDA land .,[],0
cnc,train_02_196,1288,0,cnc_train_02_196_1288_0,""" The situation is tense and clashes are continuing in the area .",[],0
cnc,train_02_197,2478,0,cnc_train_02_197_2478_0,"The driver of the JCB ( earth-mover machine ) has been injured in the clashes , "" a police officer said .","['<ARG1>The driver of the JCB ( earth-mover machine ) has been injured</ARG1> in <ARG0>the clashes</ARG0> , "" a police officer said .']",1
cnc,train_02_198,370,0,cnc_train_02_198_370_0,Reports from the area said agitated protestors had blocked the highway and security personnel were trying to pacify them .,[],0
cnc,train_02_199,2976,0,cnc_train_02_199_2976_0,"Unique protest against FDI in retail - Indian Express Agencies , Agencies : New Delhi , Wed Nov 28 2012 , 14:05 hrs It was a protest with a difference where senior BJP leader Murli Manohar Joshi today joined traders in blowing horns to drive home a message that the government has become "" deaf and dumb "" to voices against FDI .",[],0
cnc,train_02_2,1708,0,cnc_train_02_2_1708_0,"ALIGARH : AMU shut down following violence May 01 , 2011 00:00 IST Aligarh Muslim University has been closed indefinitely in the wake of violence among students late on Friday evening .","['ALIGARH : AMU shut down following violence May 01 , 2011 00:00 IST <ARG1>Aligarh Muslim University has been closed indefinitely</ARG1> <SIG0>in the wake of</SIG0> <ARG0>violence among students late on Friday evening</ARG0> .']",1
cnc,train_02_20,1436,0,cnc_train_02_20_1436_0,"The row over possession of Satlok Ashram , headed by Rampal , took a violent turn on Sunday when police tried to stop Arya Pratinidhi Sabha activists from marching towards the Ashram .",[],0
cnc,train_02_201,2546,0,cnc_train_02_201_2546_0,"Referring to today 's Congress rally at the Ramlila Maidan here , he said Congress just wants to show they have "" some support "" in the country .",[],0
cnc,train_02_202,1564,0,cnc_train_02_202_1564_0,"PANAJI : Differently-abled persons stage dharna June 02 , 2011 00:00 IST Disability Rights Association of Goa ( DRAG ) held a candle light dharna of differently-abled persons on Monday at Azad Maidan in the city to highlight negligence by the State government .","['PANAJI : Differently-abled persons stage dharna June 02 , 2011 00:00 IST <ARG1>Disability Rights Association of Goa ( DRAG ) held a candle light dharna of differently-abled persons on Monday at Azad Maidan in the city</ARG1> <ARG0><SIG0>to</SIG0> highlight negligence by the State government</ARG0> .']",1
cnc,train_02_203,159,0,cnc_train_02_203_159_0,Members of the Goa Association for the Deaf also attended the candle light dharna .,[],0
cnc,train_02_204,1380,0,cnc_train_02_204_1380_0,"Avelino de Sa , president DRAG said the dharna was held to highlight the neglect of the differently-abled persons by the State government from four years .","['Avelino de Sa , president DRAG said <ARG1>the dharna was held</ARG1> <ARG0><SIG0>to</SIG0> highlight the neglect of the differently-abled persons by the State government from four years</ARG0> .']",1
cnc,train_02_205,3357,0,cnc_train_02_205_3357_0,Passengers stranded as buses go off road,['<ARG1>Passengers stranded</ARG1> <SIG0>as</SIG0> <ARG0>buses go off road</ARG0>'],1
